Target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
CNOT6L	ENST00000504123.1	CCR4-NOT transcription complex, subunit 6-like 	23	1	0	1	0	1	hsa-miR-6891-5p				-0.20	-0.20	N/A
ZNF470	ENST00000330619.8	zinc finger protein 470 	12	2	0	1	1	0	hsa-miR-3173-3p				-0.20	-0.20	N/A
MKRN3	ENST00000314520.3	makorin ring finger protein 3 	18	1	0	1	0	0	hsa-miR-6891-5p				-0.20	-0.20	N/A
SLC5A9	ENST00000236495.5	solute carrier family 5 (sodium/sugar cotransporter), member 9 	291	1	0	1	0	0	hsa-miR-6891-5p				-0.20	-0.20	N/A
NFASC	ENST00000401399.1	neurofascin 	10	5	0	4	1	2	hsa-miR-6891-5p				-0.20	-0.20	N/A
LEP	ENST00000308868.4	leptin 	5	1	0	1	0	1	hsa-miR-3173-3p				-0.20	-0.20	N/A
ADAMTS3	ENST00000286657.4	ADAM metallopeptidase with thrombospondin type 1 motif, 3 	5	1	0	1	0	0	hsa-miR-6891-5p				-0.20	-0.20	N/A
AC010336.1	ENST00000539278.1	Uncharacterized protein  	8	1	0	1	0	2	hsa-miR-6891-5p				-0.20	-0.20	N/A
CLCN3	ENST00000513761.1	chloride channel, voltage-sensitive 3 	1142	2	0	2	0	2	hsa-miR-6891-5p				-0.20	-0.36	N/A
GSTO2	ENST00000369707.2	glutathione S-transferase omega 2 	97	3	0	1	2	1	hsa-miR-3173-3p				-0.20	-0.39	N/A
CD38	ENST00000226279.3	CD38 molecule 	23	2	1	1	0	3	hsa-miR-3173-3p				-0.20	-0.60	N/A
CDKAL1	ENST00000274695.4	CDK5 regulatory subunit associated protein 1-like 1 	541	1	0	1	0	0	hsa-miR-6891-5p				-0.20	-0.20	N/A
FSTL4	ENST00000265342.7	follistatin-like 4 	60	4	0	3	1	3	hsa-miR-6891-5p				-0.20	-0.28	N/A
ARFGAP3	ENST00000263245.5	ADP-ribosylation factor GTPase activating protein 3 	6000	1	0	1	0	0	hsa-miR-6891-5p				-0.20	-0.20	N/A
RASGRP4	ENST00000586305.1	RAS guanyl releasing protein 4 	5	1	0	0	1	0	hsa-miR-3173-3p				-0.20	-0.20	N/A
NIPAL2	ENST00000341166.3	NIPA-like domain containing 2 	7	1	0	1	0	0	hsa-miR-6891-5p				-0.20	-0.20	N/A
MARS2	ENST00000282276.6	methionyl-tRNA synthetase 2, mitochondrial 	391	1	0	1	0	1	hsa-miR-6891-5p				-0.20	-0.20	N/A
DLGAP2	ENST00000421627.2	discs, large (Drosophila) homolog-associated protein 2 	5	2	0	0	2	2	hsa-miR-3173-3p				-0.20	-0.20	N/A
SLC22A14	ENST00000273173.4	solute carrier family 22, member 14 	5	1	0	1	0	0	hsa-miR-3173-3p				-0.20	-0.20	N/A
LSM14A	ENST00000433627.5	LSM14A, SCD6 homolog A (S. cerevisiae) 	362	2	0	1	1	0	hsa-miR-3173-3p				-0.20	-0.37	N/A
C1ORF220	ENST00000367636.4		5	1	0	1	0	1	hsa-miR-6891-5p				-0.20	-0.20	N/A
PADI2	ENST00000375486.4	peptidyl arginine deiminase, type II 	11	2	0	2	0	1	hsa-miR-6891-5p				-0.20	-0.27	N/A
HOOK3	ENST00000307602.4	hook microtubule-tethering protein 3 	403	3	0	2	1	1	hsa-miR-6891-5p				-0.20	-0.24	N/A
KDSR	ENST00000406396.3	3-ketodihydrosphingosine reductase 	322	1	1	0	0	0	hsa-miR-3173-3p				-0.20	-0.22	N/A
MAP3K2	ENST00000409947.1	mitogen-activated protein kinase kinase kinase 2 	187	1	0	1	0	1	hsa-miR-6891-5p				-0.20	-0.20	N/A
PRKACB	ENST00000370689.2	protein kinase, cAMP-dependent, catalytic, beta 	344	1	0	1	0	1	hsa-miR-3173-3p				-0.20	-0.20	N/A
CNPY3	ENST00000394142.3	canopy FGF signaling regulator 3 	837	1	0	1	0	0	hsa-miR-3173-3p				-0.20	-0.20	N/A
TNKS1BP1	ENST00000358252.3	tankyrase 1 binding protein 1, 182kDa 	3238	1	0	1	0	0	hsa-miR-6891-5p				-0.20	-0.20	N/A
SIRPB2	ENST00000359801.3	signal-regulatory protein beta 2 	5	1	0	1	0	1	hsa-miR-3173-3p				-0.20	-0.20	N/A
NUMA1	ENST00000351960.6	nuclear mitotic apparatus protein 1 	7	1	0	1	0	0	hsa-miR-3173-3p				-0.20	-0.20	N/A
PTGIS	ENST00000244043.4	prostaglandin I2 (prostacyclin) synthase 	192	3	0	2	1	1	hsa-miR-3173-3p				-0.20	-0.20	N/A
PGM1	ENST00000371084.3	phosphoglucomutase 1 	612	1	0	0	1	0	hsa-miR-3173-3p				-0.20	-0.20	N/A
CDK18	ENST00000360066.2	cyclin-dependent kinase 18 	262	1	0	1	0	0	hsa-miR-3173-3p				-0.20	-0.20	N/A
DLX3	ENST00000434704.2	distal-less homeobox 3 	5	1	0	1	0	0	hsa-miR-6891-5p				-0.20	-0.20	N/A
SLC26A2	ENST00000286298.4	solute carrier family 26 (anion exchanger), member 2 	748	1	0	1	0	0	hsa-miR-3173-3p				-0.20	-0.20	N/A
TP53	ENST00000420246.2	tumor protein p53 	836	1	0	1	0	0	hsa-miR-3173-3p				-0.19	-0.20	N/A
TREML2	ENST00000483722.1	triggering receptor expressed on myeloid cells-like 2 	5	2	1	0	1	1	hsa-miR-3173-3p				-0.19	-0.35	N/A
C12orf66	ENST00000544871.1	chromosome 12 open reading frame 66 	98	2	0	2	0	1	hsa-miR-6891-5p				-0.19	-0.22	N/A
SOAT1	ENST00000367619.3	sterol O-acyltransferase 1 	654	1	0	1	0	1	hsa-miR-6891-5p				-0.19	-0.19	N/A
ADAMTS2	ENST00000251582.7	ADAM metallopeptidase with thrombospondin type 1 motif, 2 	2767	3	0	0	3	2	hsa-miR-3173-3p				-0.19	-0.19	N/A
LCK	ENST00000336890.5	lymphocyte-specific protein tyrosine kinase 	23	1	0	1	0	0	hsa-miR-6891-5p				-0.19	-0.19	N/A
ST8SIA6	ENST00000377602.4	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6 	12	1	0	0	1	0	hsa-miR-6891-5p				-0.19	-0.19	N/A
KCNS2	ENST00000287042.4	potassium voltage-gated channel, delayed-rectifier, subfamily S, member 2 	5	2	0	2	0	0	hsa-miR-6891-5p				-0.19	-0.19	N/A
ADARB2	ENST00000381312.1	adenosine deaminase, RNA-specific, B2 (non-functional) 	9	1	0	1	0	1	hsa-miR-6891-5p				-0.19	-0.19	N/A
MARCH1	ENST00000274056.7	membrane-associated ring finger (C3HC4) 1, E3 ubiquitin protein ligase 	5	1	0	1	0	0	hsa-miR-6891-5p				-0.19	-0.19	N/A
MAOB	ENST00000538942.1	monoamine oxidase B 	32	1	0	1	0	0	hsa-miR-6891-5p				-0.19	-0.23	N/A
FAM84A	ENST00000295092.2	family with sequence similarity 84, member A 	69	1	0	0	1	1	hsa-miR-3173-3p				-0.19	-0.21	N/A
TSR2	ENST00000375151.4	TSR2, 20S rRNA accumulation, homolog (S. cerevisiae) 	233	1	0	0	1	0	hsa-miR-3173-3p				-0.19	-0.21	N/A
FCRLB	ENST00000336830.5	Fc receptor-like B 	87	1	0	1	0	0	hsa-miR-6891-5p				-0.19	-0.21	N/A
DUSP28	ENST00000405954.1	dual specificity phosphatase 28 	84	2	0	1	1	2	hsa-miR-3173-3p				-0.19	-0.41	N/A
TAGLN	ENST00000532870.1	transgelin 	225	1	0	1	0	1	hsa-miR-6891-5p				-0.19	-0.19	N/A
MSI2	ENST00000284073.2	musashi RNA-binding protein 2 	283	1	0	1	0	2	hsa-miR-3173-3p				-0.19	-0.21	N/A
MS4A1	ENST00000534668.1	membrane-spanning 4-domains, subfamily A, member 1 	5	1	0	0	1	1	hsa-miR-6891-5p				-0.19	-0.19	N/A
SUPT6H	ENST00000314616.6	suppressor of Ty 6 homolog (S. cerevisiae) 	405	1	0	1	0	1	hsa-miR-6891-5p				-0.19	-0.19	N/A
STAT6	ENST00000300134.3	signal transducer and activator of transcription 6, interleukin-4 induced 	275	1	0	1	0	1	hsa-miR-3173-3p				-0.19	-0.19	N/A
BAHD1	ENST00000416165.1	bromo adjacent homology domain containing 1 	76	2	0	1	1	0	hsa-miR-6891-5p				-0.19	-0.19	N/A
FAM175A	ENST00000321945.7	family with sequence similarity 175, member A 	13	1	0	0	1	0	hsa-miR-6891-5p				-0.19	-0.19	N/A
PIF1	ENST00000268043.4	PIF1 5'-to-3' DNA helicase 	19	1	0	1	0	0	hsa-miR-6891-5p				-0.19	-0.19	N/A
MEX3A	ENST00000532414.2	mex-3 RNA binding family member A 	912	1	0	1	0	2	hsa-miR-3173-3p				-0.19	-0.24	N/A
P2RY1	ENST00000305097.3	purinergic receptor P2Y, G-protein coupled, 1 	58	1	1	0	0	2	hsa-miR-3173-3p				-0.19	-0.21	N/A
SLC16A1	ENST00000369626.3	solute carrier family 16 (monocarboxylate transporter), member 1 	707	2	0	1	1	1	hsa-miR-3173-3p				-0.19	-0.19	N/A
CLCN6	ENST00000312413.6	chloride channel, voltage-sensitive 6 	227	2	0	1	1	2	hsa-miR-3173-3p				-0.19	-0.20	N/A
MAPK8IP2	ENST00000399908.2	mitogen-activated protein kinase 8 interacting protein 2 	88	1	0	1	0	2	hsa-miR-3173-3p				-0.19	-0.24	N/A
SFRP4	ENST00000436072.2	secreted frizzled-related protein 4 	5	1	0	1	0	0	hsa-miR-6891-5p				-0.19	-0.19	N/A
CIB2	ENST00000258930.3	calcium and integrin binding family member 2 	119	1	0	1	0	0	hsa-miR-6891-5p				-0.19	-0.19	N/A
PLXNA4	ENST00000321063.4	plexin A4 	9	3	0	3	0	4	hsa-miR-6891-5p				-0.19	-0.23	N/A
CHN2	ENST00000222792.6	chimerin 2 	95	1	0	1	0	0	hsa-miR-3173-3p				-0.19	-0.22	N/A
SRP19	ENST00000282999.3	signal recognition particle 19kDa 	243	1	1	0	0	1	hsa-miR-3173-3p				-0.19	-0.36	N/A
SLMO2	ENST00000355937.4	slowmo homolog 2 (Drosophila) 	374	1	0	0	1	1	hsa-miR-6891-5p				-0.19	-0.20	N/A
ACSL6	ENST00000379264.2	acyl-CoA synthetase long-chain family member 6 	7	1	0	1	0	2	hsa-miR-3173-3p				-0.19	-0.19	N/A
GAN	ENST00000568107.2	gigaxonin 	185	2	0	2	0	1	hsa-miR-6891-5p				-0.19	-0.29	N/A
CCT4	ENST00000394440.3	chaperonin containing TCP1, subunit 4 (delta) 	153	1	0	1	0	2	hsa-miR-6891-5p				-0.19	-0.25	N/A
IRF4	ENST00000380956.4	interferon regulatory factor 4 	10	2	0	2	0	3	hsa-miR-3173-3p				-0.19	-0.19	N/A
CMTM3	ENST00000424011.2	CKLF-like MARVEL transmembrane domain containing 3 	1090	1	0	1	0	1	hsa-miR-3173-3p				-0.19	-0.19	N/A
GNL3L	ENST00000336470.4	guanine nucleotide binding protein-like 3 (nucleolar)-like 	151	1	1	0	0	1	hsa-miR-3173-3p				-0.19	-0.22	N/A
XPNPEP2	ENST00000371106.3	X-prolyl aminopeptidase (aminopeptidase P) 2, membrane-bound 	5	1	0	1	0	0	hsa-miR-6891-5p				-0.19	-0.19	N/A
FITM2	ENST00000396825.3	fat storage-inducing transmembrane protein 2 	215	2	0	1	1	2	hsa-miR-6891-5p				-0.19	-0.27	N/A
TNNI1	ENST00000361379.4	troponin I type 1 (skeletal, slow) 	5	1	0	1	0	3	hsa-miR-6891-5p				-0.19	-0.19	N/A
FAM71F2	ENST00000480462.1	family with sequence similarity 71, member F2 	7	1	1	0	0	3	hsa-miR-6891-5p				-0.19	-0.47	N/A
HEMGN	ENST00000259456.3	hemogen 	5	1	0	0	1	0	hsa-miR-3173-3p				-0.19	-0.19	N/A
LRRC8A	ENST00000372600.4	leucine rich repeat containing 8 family, member A 	71	1	0	1	0	0	hsa-miR-6891-5p				-0.19	-0.19	N/A
KIAA1211	ENST00000504228.1	KIAA1211 	631	1	1	0	0	0	hsa-miR-3173-3p				-0.19	-0.19	N/A
C1orf220	ENST00000319387.2	chromosome 1 open reading frame 220 	5	1	0	1	0	1	hsa-miR-6891-5p				-0.19	-0.19	N/A
MYOZ3	ENST00000297130.4	myozenin 3 	8	1	0	1	0	1	hsa-miR-3173-3p				-0.19	-0.19	N/A
MSL1	ENST00000398532.4	male-specific lethal 1 homolog (Drosophila) 	4715	1	1	0	0	2	hsa-miR-3173-3p				-0.19	-0.19	N/A
PIGS	ENST00000395346.2	phosphatidylinositol glycan anchor biosynthesis, class S 	1015	1	0	0	1	0	hsa-miR-6891-5p				-0.19	-0.19	N/A
ABHD17C	ENST00000258884.4	abhydrolase domain containing 17C 	406	1	0	1	0	0	hsa-miR-6891-5p				-0.19	-0.19	N/A
CCDC71	ENST00000321895.6	coiled-coil domain containing 71 	64	1	0	1	0	1	hsa-miR-6891-5p				-0.19	-0.21	N/A
C9orf72	ENST00000380003.3	chromosome 9 open reading frame 72 	25	1	0	0	1	0	hsa-miR-3173-3p				-0.19	-0.19	N/A
ATP6V1A	ENST00000273398.3	ATPase, H+ transporting, lysosomal 70kDa, V1 subunit A 	180	1	1	0	0	0	hsa-miR-3173-3p				-0.19	-0.24	N/A
GNPDA2	ENST00000509756.1	glucosamine-6-phosphate deaminase 2 	117	2	0	2	0	0	hsa-miR-3173-3p				-0.19	-0.22	N/A
ATP8B2	ENST00000368489.3	ATPase, aminophospholipid transporter, class I, type 8B, member 2 	244	1	0	0	1	1	hsa-miR-3173-3p				-0.19	-0.20	N/A
PIP4K2A	ENST00000376573.4	phosphatidylinositol-5-phosphate 4-kinase, type II, alpha 	632	1	0	1	0	1	hsa-miR-3173-3p				-0.19	-0.19	N/A
DHTKD1	ENST00000263035.4	dehydrogenase E1 and transketolase domain containing 1 	621	2	0	2	0	0	hsa-miR-6891-5p				-0.19	-0.19	N/A
BCL2L2	ENST00000250405.5	BCL2-like 2 	1380	1	0	1	0	0	hsa-miR-6891-5p				-0.19	-0.19	N/A
ZNF71	ENST00000328070.6	zinc finger protein 71 	152	1	1	0	0	1	hsa-miR-3173-3p				-0.19	-0.19	N/A
AC016559.1	ENST00000594347.1	Uncharacterized protein  	15	1	0	1	0	2	hsa-miR-6891-5p				-0.19	-0.19	N/A
JPH4	ENST00000356300.4	junctophilin 4 	5	1	0	1	0	1	hsa-miR-3173-3p				-0.19	-0.19	N/A
RGS9BP	ENST00000334176.3	regulator of G protein signaling 9 binding protein 	13	2	0	2	0	1	hsa-miR-3173-3p				-0.19	-0.32	N/A
CNOT6	ENST00000393356.1	CCR4-NOT transcription complex, subunit 6 	300	1	0	1	0	2	hsa-miR-3173-3p				-0.19	-0.19	N/A
SHMT2	ENST00000328923.3	serine hydroxymethyltransferase 2 (mitochondrial) 	1682	1	0	1	0	1	hsa-miR-6891-5p				-0.19	-0.19	N/A
BOLL	ENST00000392296.4	bol, boule-like (Drosophila) 	15	1	0	0	1	0	hsa-miR-3173-3p				-0.19	-0.19	N/A
CPSF4	ENST00000451876.1	cleavage and polyadenylation specific factor 4, 30kDa 	3969	1	0	1	0	0	hsa-miR-6891-5p				-0.19	-0.19	N/A
AL079342.1	ENST00000369474.1	Uncharacterized protein; cDNA FLJ27030 fis, clone SLV07741  	5	1	0	0	1	0	hsa-miR-3173-3p				-0.19	-0.19	N/A
H1FX	ENST00000333762.4	H1 histone family, member X 	535	1	0	1	0	0	hsa-miR-6891-5p				-0.19	-0.20	N/A
NUAK1	ENST00000261402.2	NUAK family, SNF1-like kinase, 1 	489	2	0	1	1	2	hsa-miR-3173-3p				-0.19	-0.19	N/A
THOC2	ENST00000245838.8	THO complex 2 	157	1	0	0	1	0	hsa-miR-3173-3p				-0.19	-0.19	N/A
NR6A1	ENST00000487099.2	nuclear receptor subfamily 6, group A, member 1 	1082	2	0	2	0	5	hsa-miR-6891-5p				-0.19	-0.19	N/A
FBXL12	ENST00000589626.1	F-box and leucine-rich repeat protein 12 	27	1	0	1	0	0	hsa-miR-6891-5p				-0.19	-0.19	N/A
DHX37	ENST00000544745.1	DEAH (Asp-Glu-Ala-His) box polypeptide 37 	63	2	0	2	0	0	hsa-miR-6891-5p				-0.19	-0.19	N/A
ZNF687	ENST00000368879.2	zinc finger protein 687 	1250	1	0	1	0	0	hsa-miR-6891-5p				-0.19	-0.19	N/A
DCX	ENST00000356915.2	doublecortin 	5	3	0	3	0	5	hsa-miR-6891-5p				-0.19	-0.19	N/A
TNNI3K	ENST00000370891.2	TNNI3 interacting kinase 	5	1	0	0	1	0	hsa-miR-6891-5p				-0.19	-0.19	N/A
C17orf102	ENST00000357754.1	chromosome 17 open reading frame 102 	5	1	0	1	0	1	hsa-miR-6891-5p				-0.19	-0.19	N/A
ROM1	ENST00000534093.1	retinal outer segment membrane protein 1 	116	1	0	0	1	0	hsa-miR-6891-5p				-0.19	-0.19	N/A
RNF26	ENST00000311413.4	ring finger protein 26 	1208	1	0	1	0	0	hsa-miR-6891-5p				-0.19	-0.19	N/A
WDR48	ENST00000302313.5	WD repeat domain 48 	638	1	0	1	0	1	hsa-miR-6891-5p				-0.19	-0.19	N/A
FPGT-TNNI3K	ENST00000557284.2	FPGT-TNNI3K readthrough 	0	1	0	0	1	0	hsa-miR-6891-5p				-0.19	-0.19	N/A
NPRL3	ENST00000399953.3	nitrogen permease regulator-like 3 (S. cerevisiae) 	129	1	0	1	0	1	hsa-miR-6891-5p				-0.19	-0.19	N/A
CLCA2	ENST00000370565.4	chloride channel accessory 2 	5	1	0	0	1	1	hsa-miR-3173-3p				-0.19	-0.19	N/A
PAX5	ENST00000358127.4	paired box 5 	5	2	0	2	0	0	hsa-miR-6891-5p				-0.19	-0.19	N/A
HTR4	ENST00000377888.3	5-hydroxytryptamine (serotonin) receptor 4, G protein-coupled 	5	1	0	1	0	0	hsa-miR-6891-5p				-0.19	-0.19	N/A
STYK1	ENST00000075503.3	serine/threonine/tyrosine kinase 1 	13	1	0	1	0	1	hsa-miR-6891-5p				-0.19	-0.21	N/A
LRRC3C	ENST00000377924.4	leucine rich repeat containing 3C 	9	1	0	1	0	3	hsa-miR-6891-5p				-0.19	-0.48	N/A
CD72	ENST00000396757.1	CD72 molecule 	7	1	0	1	0	1	hsa-miR-6891-5p				-0.19	-0.19	N/A
CPNE3	ENST00000198765.4	copine III 	756	2	0	1	1	1	hsa-miR-6891-5p				-0.19	-0.19	N/A
KDM5A	ENST00000399788.2	lysine (K)-specific demethylase 5A 	118	4	0	2	2	3	hsa-miR-6891-5p				-0.19	-0.39	N/A
FAM49A	ENST00000381323.3	family with sequence similarity 49, member A 	38	1	0	1	0	2	hsa-miR-6891-5p				-0.19	-0.26	N/A
SEMA6D	ENST00000355997.3	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D 	179	2	0	2	0	1	hsa-miR-3173-3p				-0.19	-0.21	N/A
RGPD6	ENST00000329516.3	RANBP2-like and GRIP domain containing 6 	5	1	1	0	0	2	hsa-miR-3173-3p				-0.19	-0.19	N/A
IRF2BPL	ENST00000238647.3	interferon regulatory factor 2 binding protein-like 	2145	1	0	1	0	0	hsa-miR-6891-5p				-0.19	-0.19	N/A
C16orf86	ENST00000403458.4	chromosome 16 open reading frame 86 	5	1	0	1	0	0	hsa-miR-6891-5p				-0.19	-0.19	N/A
S100A7A	ENST00000368729.4	S100 calcium binding protein A7A 	5	1	0	0	1	2	hsa-miR-6891-5p				-0.19	-0.19	N/A
GTF3C2	ENST00000359541.2	general transcription factor IIIC, polypeptide 2, beta 110kDa 	981	1	0	0	1	0	hsa-miR-3173-3p				-0.19	-0.19	N/A
SH3PXD2A	ENST00000369774.4	SH3 and PX domains 2A 	152	4	0	4	0	1	hsa-miR-6891-5p				-0.19	-0.22	N/A
BCAT1	ENST00000261192.7	branched chain amino-acid transaminase 1, cytosolic 	1346	2	0	1	1	1	hsa-miR-3173-3p				-0.19	-0.19	N/A
PLAGL2	ENST00000246229.4	pleiomorphic adenoma gene-like 2 	254	1	0	1	0	2	hsa-miR-3173-3p				-0.19	-0.25	N/A
SCRN1	ENST00000242059.5	secernin 1 	29	2	0	2	0	3	hsa-miR-6891-5p				-0.19	-0.23	N/A
PPP1R12B	ENST00000608999.1	protein phosphatase 1, regulatory subunit 12B 	18	3	0	3	0	5	hsa-miR-3173-3p				-0.19	-0.20	N/A
MBL2	ENST00000373968.3	mannose-binding lectin (protein C) 2, soluble 	5	3	1	1	1	0	hsa-miR-6891-5p				-0.19	-0.39	N/A
TRIM66	ENST00000299550.6	tripartite motif containing 66 	33	2	0	1	1	5	hsa-miR-3173-3p				-0.19	-0.23	N/A
PCYT1A	ENST00000292823.2	phosphate cytidylyltransferase 1, choline, alpha 	731	2	0	0	2	0	hsa-miR-3173-3p				-0.19	-0.23	N/A
MAN1A1	ENST00000368468.3	mannosidase, alpha, class 1A, member 1 	248	1	1	0	0	0	hsa-miR-3173-3p				-0.18	-0.18	N/A
SLC34A1	ENST00000324417.5	solute carrier family 34 (type II sodium/phosphate contransporter), member 1 	5	1	0	1	0	1	hsa-miR-3173-3p				-0.18	-0.18	N/A
RGPD5	ENST00000016946.3	RANBP2-like and GRIP domain containing 5 	5	1	1	0	0	2	hsa-miR-3173-3p				-0.18	-0.18	N/A
P2RY13	ENST00000325602.5	purinergic receptor P2Y, G-protein coupled, 13 	5	1	0	0	1	1	hsa-miR-3173-3p				-0.18	-0.18	N/A
CBX7	ENST00000216133.5	chromobox homolog 7 	5	2	0	2	0	0	hsa-miR-3173-3p				-0.18	-0.18	N/A
SLC22A4	ENST00000200652.3	solute carrier family 22 (organic cation/zwitterion transporter), member 4 	53	1	0	0	1	0	hsa-miR-3173-3p				-0.18	-0.18	N/A
GOLGA6L1	ENST00000316397.3	golgin A6 family-like 1 	5	1	0	1	0	1	hsa-miR-6891-5p				-0.18	-0.18	N/A
CD33	ENST00000262262.4	CD33 molecule 	5	1	0	0	1	0	hsa-miR-6891-5p				-0.18	-0.18	N/A
MCTP2	ENST00000357742.4	multiple C2 domains, transmembrane 2 	59	1	0	1	0	3	hsa-miR-6891-5p				-0.18	-0.21	N/A
TOMM34	ENST00000372813.3	translocase of outer mitochondrial membrane 34 	1242	2	0	2	0	0	hsa-miR-6891-5p				-0.18	-0.18	N/A
CHUK	ENST00000370397.7	conserved helix-loop-helix ubiquitous kinase 	18	1	0	1	0	1	hsa-miR-3173-3p				-0.18	-0.19	N/A
WNT10B	ENST00000407467.1	wingless-type MMTV integration site family, member 10B 	13	1	0	0	1	3	hsa-miR-6891-5p				-0.18	-0.18	N/A
GPR139	ENST00000570682.1	G protein-coupled receptor 139 	5	1	0	0	1	0	hsa-miR-3173-3p				-0.18	-0.18	N/A
PKD2	ENST00000237596.2	polycystic kidney disease 2 (autosomal dominant) 	915	1	0	1	0	0	hsa-miR-3173-3p				-0.18	-0.18	N/A
PTPRS	ENST00000372412.4	protein tyrosine phosphatase, receptor type, S 	322	1	0	1	0	0	hsa-miR-6891-5p				-0.18	-0.18	N/A
KCNG4	ENST00000308251.4	potassium voltage-gated channel, subfamily G, member 4 	0	1	0	1	0	2	hsa-miR-6891-5p				-0.18	-0.18	N/A
GYPA	ENST00000360771.4	glycophorin A (MNS blood group) 	5	1	0	1	0	0	hsa-miR-3173-3p				-0.18	-0.18	N/A
LRRC20	ENST00000355790.4	leucine rich repeat containing 20 	159	1	0	1	0	1	hsa-miR-3173-3p				-0.18	-0.18	N/A
FOS	ENST00000303562.4	FBJ murine osteosarcoma viral oncogene homolog 	3716	1	0	0	1	0	hsa-miR-3173-3p				-0.18	-0.18	N/A
ZBTB18	ENST00000358704.4	zinc finger and BTB domain containing 18 	935	1	1	0	0	0	hsa-miR-3173-3p				-0.18	-0.19	N/A
RAB43	ENST00000476465.1	RAB43, member RAS oncogene family 	5	1	0	1	0	3	hsa-miR-6891-5p				-0.18	-0.18	N/A
CNTF	ENST00000361987.4	ciliary neurotrophic factor 	46	1	0	1	0	2	hsa-miR-6891-5p				-0.18	-0.20	N/A
VAPB	ENST00000395802.3	VAMP (vesicle-associated membrane protein)-associated protein B and C 	391	2	0	0	2	2	hsa-miR-6891-5p				-0.18	-0.21	N/A
TMED7-TICAM2	ENST00000333314.3	TMED7-TICAM2 readthrough 	202	1	0	1	0	0	hsa-miR-3173-3p				-0.18	-0.25	N/A
ANAPC13	ENST00000510994.1	anaphase promoting complex subunit 13 	443	1	0	0	1	0	hsa-miR-3173-3p				-0.18	-0.20	N/A
TLDC2	ENST00000217320.3	TBC/LysM-associated domain containing 2 	5	1	0	1	0	0	hsa-miR-6891-5p				-0.18	-0.18	N/A
MESDC1	ENST00000267984.2	mesoderm development candidate 1 	84	1	0	0	1	0	hsa-miR-6891-5p				-0.18	-0.18	N/A
RP11-644F5.10	ENST00000550412.1	Uncharacterized protein  	265	1	0	0	1	0	hsa-miR-3173-3p				-0.18	-0.19	N/A
TGFBR3	ENST00000212355.4	transforming growth factor, beta receptor III 	245	1	0	1	0	0	hsa-miR-6891-5p				-0.18	-0.18	N/A
CCL28	ENST00000361115.4	chemokine (C-C motif) ligand 28 	5	1	0	0	1	0	hsa-miR-6891-5p				-0.18	-0.18	N/A
ZNF396	ENST00000589332.1	zinc finger protein 396 	5	1	0	0	1	1	hsa-miR-3173-3p				-0.18	-0.18	N/A
AP000867.1	ENST00000343767.3		5	1	0	0	1	1	hsa-miR-3173-3p				-0.18	-0.18	N/A
UBAC1	ENST00000371756.3	UBA domain containing 1 	52	1	0	1	0	0	hsa-miR-3173-3p				-0.18	-0.30	N/A
DDX58	ENST00000379882.1	DEAD (Asp-Glu-Ala-Asp) box polypeptide 58 	36	2	0	1	1	0	hsa-miR-3173-3p				-0.18	-0.38	N/A
TOM1L1	ENST00000575333.1	target of myb1 (chicken)-like 1 	176	1	0	0	1	0	hsa-miR-3173-3p				-0.18	-0.21	N/A
DCAF7	ENST00000310827.4	DDB1 and CUL4 associated factor 7 	3289	1	0	1	0	2	hsa-miR-3173-3p				-0.18	-0.18	N/A
ZFYVE16	ENST00000338008.5	zinc finger, FYVE domain containing 16 	388	1	0	1	0	0	hsa-miR-3173-3p				-0.18	-0.20	N/A
NHS	ENST00000380060.3	Nance-Horan syndrome (congenital cataracts and dental anomalies) 	72	1	0	0	1	1	hsa-miR-6891-5p				-0.18	-0.18	N/A
TMEM86A	ENST00000280734.2	transmembrane protein 86A 	5	1	0	1	0	0	hsa-miR-6891-5p				-0.18	-0.18	N/A
TRAT1	ENST00000295756.6	T cell receptor associated transmembrane adaptor 1 	5	1	0	0	1	2	hsa-miR-3173-3p				-0.18	-0.18	N/A
WIPI1	ENST00000262139.5	WD repeat domain, phosphoinositide interacting 1 	154	1	0	1	0	0	hsa-miR-3173-3p				-0.18	-0.18	N/A
LRIT2	ENST00000372113.4	leucine-rich repeat, immunoglobulin-like and transmembrane domains 2 	5	1	0	1	0	0	hsa-miR-6891-5p				-0.18	-0.18	N/A
C19orf52	ENST00000270502.6	chromosome 19 open reading frame 52 	792	1	1	0	0	0	hsa-miR-3173-3p				-0.18	-0.18	N/A
PGAM4	ENST00000458128.1	phosphoglycerate mutase family member 4 	5	1	0	1	0	1	hsa-miR-6891-5p				-0.18	-0.18	N/A
KIAA0040	ENST00000423313.1	KIAA0040 	15	2	0	1	1	4	hsa-miR-3173-3p				-0.18	-0.18	N/A
GCNT4	ENST00000322348.4	glucosaminyl (N-acetyl) transferase 4, core 2 	19	1	0	1	0	0	hsa-miR-6891-5p				-0.18	-0.18	N/A
