Target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
LPAR4	ENST00000435339.3	lysophosphatidic acid receptor 4 	5	1	0	1	0	0	hsa-miR-1185-5p	0.0155	0.1045	0.4743	-0.24	-0.24	N/A
LRRC3DN	ENST00000596691.1	LRRC3 downstream neighbor (non-protein coding) 	221	1	0	0	1	1	hsa-miR-1185-5p	0.0062	0.0447	0.2903	-0.24	-0.24	N/A
PBLD	ENST00000336578.1	phenazine biosynthesis-like protein domain containing 	44	1	0	0	1	0	hsa-miR-1185-5p	0.0078	0.0552	0.3014	-0.24	-0.24	N/A
SERPINB13	ENST00000344731.5	serpin peptidase inhibitor, clade B (ovalbumin), member 13 	5	1	0	0	1	1	hsa-miR-1185-5p	0.0127	0.0924	0.5985	-0.24	-0.24	N/A
ZNF285	ENST00000330997.4	zinc finger protein 285 	31	1	0	0	1	3	hsa-miR-1185-5p	0.0212	0.1444	0.7089	-0.24	-0.28	N/A
MNS1	ENST00000260453.3	meiosis-specific nuclear structural 1 	14	1	0	0	1	0	hsa-miR-1185-5p	0.0033	0.0241	0.1532	-0.24	-0.26	N/A
SCYL3	ENST00000367771.6	SCY1-like 3 (S. cerevisiae) 	124	2	0	0	2	1	hsa-miR-1185-5p	0.0143	0.1028	0.6462	-0.24	-0.31	N/A
KLK5	ENST00000391809.2	kallikrein-related peptidase 5 	5	1	0	0	1	0	hsa-miR-1185-5p	0.0076	0.0533	0.2939	-0.24	-0.24	N/A
CSRP1	ENST00000367306.1	cysteine and glycine-rich protein 1 	15542	1	0	0	1	0	hsa-miR-1185-5p	0.0061	0.0436	0.2519	-0.24	-0.24	N/A
FKBP11	ENST00000552878.1	FK506 binding protein 11, 19 kDa 	37	1	0	0	1	0	hsa-miR-1185-5p	0.0095	0.0664	0.3599	-0.24	-0.28	N/A
PSKH1	ENST00000291041.5	protein serine kinase H1 	699	1	0	1	0	1	hsa-miR-1185-5p	0.0225	0.1512	0.7037	-0.24	-0.24	N/A
TRIM40	ENST00000396581.1	tripartite motif containing 40 	5	1	0	0	1	1	hsa-miR-1185-5p	0.0097	0.0692	0.4081	-0.24	-0.24	N/A
FUOM	ENST00000278025.4	fucose mutarotase 	1270	1	0	0	1	0	hsa-miR-1185-5p	0.0060	0.0428	0.2485	-0.24	-0.24	N/A
CEP97	ENST00000341893.3	centrosomal protein 97kDa 	290	1	0	1	0	2	hsa-miR-1185-5p	0.0313	0.2071	0.9174	-0.24	-0.24	N/A
TMEM129	ENST00000303277.2	transmembrane protein 129 	57	1	0	0	1	0	hsa-miR-1185-5p	0.0048	0.0344	0.2108	-0.24	-0.24	N/A
AL020996.1	ENST00000536896.1	Uncharacterized protein  	5	1	0	0	1	1	hsa-miR-1185-5p	0.0061	0.0437	0.2661	-0.24	-0.24	N/A
SYPL2	ENST00000369872.3	synaptophysin-like 2 	69	2	0	2	0	1	hsa-miR-1185-5p	0.0283	0.1908	0.9234	-0.24	-0.24	N/A
INHBB	ENST00000295228.3	inhibin, beta B 	75	1	0	0	1	0	hsa-miR-1185-5p	0.0063	0.0448	0.2573	-0.24	-0.24	N/A
CNPY1	ENST00000321736.5	canopy FGF signaling regulator 1 	10	1	0	0	1	0	hsa-miR-1185-5p	0.0072	0.0520	0.3256	-0.24	-0.28	N/A
TIMP2	ENST00000585421.1	TIMP metallopeptidase inhibitor 2 	3147	1	0	0	1	1	hsa-miR-1185-5p	0.0079	0.0561	0.3297	-0.24	-0.26	N/A
ZSCAN22	ENST00000329665.4	zinc finger and SCAN domain containing 22 	45	1	1	0	0	0	hsa-miR-1185-5p	0.0438	0.2573	0.7869	-0.24	-0.24	N/A
ZNF257	ENST00000594947.1	zinc finger protein 257 	5	1	0	0	1	0	hsa-miR-1185-5p	0.0099	0.0710	0.4421	-0.24	-0.24	N/A
CAMK4	ENST00000282356.4	calcium/calmodulin-dependent protein kinase IV 	73	3	1	1	1	1	hsa-miR-1185-5p	0.0364	0.2432	1.1434	-0.24	-0.32	N/A
C12orf74	ENST00000544406.2	chromosome 12 open reading frame 74 	5	1	0	0	1	0	hsa-miR-1185-5p	0.0033	0.0242	0.1588	-0.24	-0.24	N/A
TLR6	ENST00000436693.2	toll-like receptor 6 	5	1	1	0	0	0	hsa-miR-1185-5p	0.0557	0.3167	0.9541	-0.24	-0.24	N/A
TIGIT	ENST00000486257.1	T cell immunoreceptor with Ig and ITIM domains 	5	1	0	0	1	1	hsa-miR-1185-5p	0.0177	0.1251	0.7048	-0.24	-0.24	N/A
SLC6A6	ENST00000454876.2	solute carrier family 6 (neurotransmitter transporter), member 6 	280	4	0	1	3	0	hsa-miR-1185-5p	0.0246	0.1749	1.0198	-0.24	-0.25	N/A
PPP1R9A	ENST00000289495.5	protein phosphatase 1, regulatory subunit 9A 	46	3	0	1	2	0	hsa-miR-1185-5p	0.0250	0.1712	0.8528	-0.24	-0.27	N/A
RBBP4	ENST00000373493.5	retinoblastoma binding protein 4 	486	1	0	0	1	1	hsa-miR-1185-5p	0.0160	0.1149	0.7000	-0.24	-0.26	N/A
PLB1	ENST00000422425.2	phospholipase B1 	5	1	1	0	0	0	hsa-miR-1185-5p	0.0177	0.1220	0.6202	-0.23	-0.23	N/A
TPM1	ENST00000267996.7	tropomyosin 1 (alpha) 	21798	1	0	0	1	0	hsa-miR-1185-5p	0.0030	0.0217	0.1409	-0.23	-0.23	N/A
TRIM14	ENST00000341469.2	tripartite motif containing 14 	44	1	1	0	0	1	hsa-miR-1185-5p	0.0282	0.1815	0.7242	-0.23	-0.25	N/A
KIAA0100	ENST00000528896.2	KIAA0100 	12	1	0	0	1	1	hsa-miR-1185-5p	0.0091	0.0657	0.4092	-0.23	-0.23	N/A
NDRG1	ENST00000323851.7	N-myc downstream regulated 1 	2195	1	0	0	1	2	hsa-miR-1185-5p	0.0135	0.0976	0.6144	-0.23	-0.24	N/A
GSG1L	ENST00000380898.2	GSG1-like 	5	1	0	0	1	1	hsa-miR-1185-5p	0.0203	0.1464	0.9262	-0.23	-0.23	N/A
TBC1D4	ENST00000377636.3	TBC1 domain family, member 4 	96	1	1	0	0	0	hsa-miR-1185-5p	0.0249	0.1653	0.7442	-0.23	-0.23	N/A
EFNA4	ENST00000368409.3	ephrin-A4 	125	1	0	0	1	0	hsa-miR-1185-5p	0.0038	0.0276	0.1735	-0.23	-0.23	N/A
KRTAP9-6	ENST00000391355.1	keratin associated protein 9-6 	5	1	0	0	1	0	hsa-miR-1185-5p	0.0117	0.0824	0.4579	-0.23	-0.23	N/A
DENND6A	ENST00000311128.5	DENN/MADD domain containing 6A 	139	1	0	1	0	0	hsa-miR-1185-5p	0.0435	0.2648	0.9194	-0.23	-0.23	N/A
PRND	ENST00000305817.2	prion protein 2 (dublet) 	5	1	0	1	0	1	hsa-miR-1185-5p	0.0180	0.1230	0.5924	-0.23	-0.23	N/A
WDR96	ENST00000369720.1	WD repeat domain 96 	10	1	0	0	1	1	hsa-miR-1185-5p	0.0099	0.0711	0.4341	-0.23	-0.23	N/A
TREML1	ENST00000373127.4	triggering receptor expressed on myeloid cells-like 1 	5	1	0	0	1	0	hsa-miR-1185-5p	0.0073	0.0520	0.2943	-0.23	-0.23	N/A
C8orf37	ENST00000286688.5	chromosome 8 open reading frame 37 	70	1	0	0	1	1	hsa-miR-1185-5p	0.0056	0.0409	0.2751	-0.23	-0.27	N/A
KRT34	ENST00000394001.1	keratin 34 	5	1	0	0	1	0	hsa-miR-1185-5p	0.0061	0.0445	0.2876	-0.23	-0.23	N/A
SYN1	ENST00000340666.4	synapsin I 	17	1	0	0	1	0	hsa-miR-1185-5p	0.0075	0.0541	0.3343	-0.23	-0.23	N/A
RBM43	ENST00000331426.5	RNA binding motif protein 43 	24	1	1	0	0	0	hsa-miR-1185-5p	0.0111	0.0781	0.4348	-0.23	-0.23	N/A
KIAA1143	ENST00000296121.4	KIAA1143 	5	1	0	1	0	1	hsa-miR-1185-5p	0.0411	0.2668	1.1233	-0.23	-0.23	N/A
RAB2B	ENST00000397762.1	RAB2B, member RAS oncogene family 	171	1	0	1	0	1	hsa-miR-1185-5p	0.0106	0.0751	0.4334	-0.23	-0.24	N/A
ARC	ENST00000356613.2	activity-regulated cytoskeleton-associated protein 	5	1	0	0	1	1	hsa-miR-1185-5p	0.0098	0.0707	0.4580	-0.23	-0.23	N/A
NDRG3	ENST00000373803.2	NDRG family member 3 	960	1	0	1	0	0	hsa-miR-1185-5p	0.0168	0.1139	0.5394	-0.23	-0.23	N/A
RRAGD	ENST00000369415.4	Ras-related GTP binding D 	644	2	1	1	0	4	hsa-miR-1185-5p	0.0217	0.1436	0.6385	-0.23	-0.50	N/A
SURF4	ENST00000545297.1	surfeit 4 	3667	1	0	1	0	0	hsa-miR-1185-5p	0.0243	0.1563	0.5941	-0.23	-0.23	N/A
NCAM2	ENST00000400546.1	neural cell adhesion molecule 2 	64	1	1	0	0	0	hsa-miR-1185-5p	0.0209	0.1368	0.5621	-0.23	-0.26	N/A
CLEC2A	ENST00000455827.1	C-type lectin domain family 2, member A 	5	1	0	0	1	0	hsa-miR-1185-5p	0.0035	0.0253	0.1612	-0.23	-0.23	N/A
MYO16	ENST00000356711.2	myosin XVI 	7	1	1	0	0	0	hsa-miR-1185-5p	0.0224	0.1535	0.7661	-0.23	-0.23	N/A
CCDC73	ENST00000335185.5	coiled-coil domain containing 73 	5	1	0	1	0	0	hsa-miR-1185-5p	0.0193	0.1312	0.6380	-0.23	-0.23	N/A
ORMDL1	ENST00000392350.3	ORM1-like 1 (S. cerevisiae) 	998	1	0	1	0	1	hsa-miR-1185-5p	0.0098	0.0693	0.3996	-0.23	-0.27	N/A
TTC39C	ENST00000540918.2	tetratricopeptide repeat domain 39C 	494	1	1	0	0	0	hsa-miR-1185-5p	0.0180	0.1128	0.3987	-0.23	-0.39	N/A
ATF3	ENST00000366983.1	activating transcription factor 3 	2704	1	0	0	1	0	hsa-miR-1185-5p	0.0099	0.0701	0.4101	-0.23	-0.23	N/A
PKDCC	ENST00000294964.5	protein kinase domain containing, cytoplasmic 	123	1	1	0	0	0	hsa-miR-1185-5p	0.0080	0.0565	0.3090	-0.23	-0.23	N/A
UGT2B11	ENST00000446444.1	UDP glucuronosyltransferase 2 family, polypeptide B11 	5	1	0	0	1	0	hsa-miR-1185-5p	0.0049	0.0356	0.2290	-0.23	-0.23	N/A
KRTAP2-3	ENST00000391418.2	keratin associated protein 2-3 	387	1	0	0	1	0	hsa-miR-1185-5p	0.0026	0.0188	0.1238	-0.23	-0.23	N/A
CHST7	ENST00000276055.3	carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 7 	406	1	0	0	1	0	hsa-miR-1185-5p	0.0053	0.0379	0.2255	-0.23	-0.23	N/A
NPL	ENST00000367553.1	N-acetylneuraminate pyruvate lyase (dihydrodipicolinate synthase) 	19	1	1	0	0	1	hsa-miR-1185-5p	0.0125	0.0853	0.4222	-0.23	-0.55	N/A
SNX1	ENST00000353874.4	sorting nexin 1 	1296	2	0	0	2	0	hsa-miR-1185-5p	0.0130	0.0944	0.6170	-0.23	-0.33	N/A
DST	ENST00000312431.6	dystonin 	439	1	0	0	1	2	hsa-miR-1185-5p	0.0235	0.1692	1.0749	-0.23	-0.25	N/A
UROC1	ENST00000290868.2	urocanate hydratase 1 	5	2	0	0	2	0	hsa-miR-1185-5p	0.0051	0.0369	0.2394	-0.23	-0.23	N/A
AMPH	ENST00000325590.5	amphiphysin 	16	1	0	0	1	0	hsa-miR-1185-5p	0.0048	0.0347	0.2208	-0.23	-0.23	N/A
PILRB	ENST00000448382.1	paired immunoglobin-like type 2 receptor beta 	218	1	0	1	0	0	hsa-miR-1185-5p	0.0079	0.0556	0.3056	-0.23	-0.26	N/A
APPBP2	ENST00000083182.3	amyloid beta precursor protein (cytoplasmic tail) binding protein 2 	907	2	1	0	1	2	hsa-miR-1185-5p	0.0204	0.1419	0.7463	-0.23	-0.35	N/A
KLHL3	ENST00000541417.1	kelch-like family member 3 	40	2	0	0	2	2	hsa-miR-1185-5p	0.0112	0.0813	0.5292	-0.23	-0.26	N/A
CDKN2AIP	ENST00000302350.4	CDKN2A interacting protein 	2313	2	1	0	1	0	hsa-miR-1185-5p	0.0115	0.0806	0.4438	-0.23	-0.60	N/A
SSRP1	ENST00000278412.2	structure specific recognition protein 1 	5330	1	0	0	1	0	hsa-miR-1185-5p	0.0071	0.0514	0.3342	-0.23	-0.23	N/A
CCDC132	ENST00000305866.5	coiled-coil domain containing 132 	201	1	0	0	1	1	hsa-miR-1185-5p	0.0070	0.0500	0.3090	-0.23	-0.25	N/A
GATA2	ENST00000341105.2	GATA binding protein 2 	231	1	0	1	0	0	hsa-miR-1185-5p	0.0121	0.0831	0.4011	-0.23	-0.23	N/A
NPNT	ENST00000379987.2	nephronectin 	518	1	0	1	0	1	hsa-miR-1185-5p	0.0167	0.1170	0.6302	-0.23	-0.23	N/A
SFTPC	ENST00000521315.1	surfactant protein C 	5	1	0	0	1	0	hsa-miR-1185-5p	0.0041	0.0296	0.1862	-0.23	-0.23	N/A
AHNAK	ENST00000378024.4	AHNAK nucleoprotein 	682	1	1	0	0	0	hsa-miR-1185-5p	0.0454	0.2600	0.7219	-0.23	-0.23	N/A
TNFRSF9	ENST00000377507.3	tumor necrosis factor receptor superfamily, member 9 	16	1	0	0	1	2	hsa-miR-1185-5p	0.0079	0.0573	0.3792	-0.23	-0.28	N/A
RAB7L1	ENST00000367139.3	RAB7, member RAS oncogene family-like 1 	61	1	0	0	1	0	hsa-miR-1185-5p	0.0068	0.0490	0.2964	-0.23	-0.23	N/A
TMEM141	ENST00000290079.8	transmembrane protein 141 	11443	1	0	1	0	0	hsa-miR-1185-5p	0.0144	0.0985	0.4820	-0.23	-0.23	N/A
DLGAP2	ENST00000421627.2	discs, large (Drosophila) homolog-associated protein 2 	5	2	1	0	1	0	hsa-miR-1185-5p	0.0270	0.1836	0.8760	-0.23	-0.23	N/A
ERBB4	ENST00000342788.4	v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 4 	27	1	0	0	1	2	hsa-miR-1185-5p	0.0185	0.1308	0.7489	-0.23	-0.26	N/A
MBD3	ENST00000590550.2	methyl-CpG binding domain protein 3 	393	2	0	0	2	0	hsa-miR-1185-5p	0.0071	0.0508	0.2937	-0.23	-0.23	N/A
PAX6	ENST00000419022.1	paired box 6 	191	1	0	0	1	0	hsa-miR-1185-5p	0.0049	0.0355	0.2184	-0.23	-0.23	N/A
FABP2	ENST00000274024.3	fatty acid binding protein 2, intestinal 	5	1	0	1	0	1	hsa-miR-1185-5p	0.0135	0.0936	0.4890	-0.23	-0.23	N/A
HIBADH	ENST00000265395.2	3-hydroxyisobutyrate dehydrogenase 	1676	1	0	0	1	0	hsa-miR-1185-5p	0.0063	0.0449	0.2574	-0.23	-0.23	N/A
AFF2	ENST00000370460.2	AF4/FMR2 family, member 2 	8	3	0	1	2	2	hsa-miR-1185-5p	0.0348	0.2324	1.1195	-0.23	-0.30	N/A
RBMX	ENST00000562646.1	RNA binding motif protein, X-linked 	77	1	0	1	0	0	hsa-miR-1185-5p	0.0219	0.1418	0.5497	-0.23	-0.23	N/A
TBL2	ENST00000305632.5	transducin (beta)-like 2 	990	1	0	0	1	1	hsa-miR-1185-5p	0.0084	0.0610	0.3894	-0.23	-0.23	N/A
SLC25A53	ENST00000357421.4	solute carrier family 25, member 53 	15	1	1	0	0	0	hsa-miR-1185-5p	0.0208	0.1428	0.7103	-0.23	-0.23	N/A
ZNF229	ENST00000291187.4	zinc finger protein 229 	152	1	0	0	1	0	hsa-miR-1185-5p	0.0119	0.0816	0.4023	-0.23	-0.23	N/A
TMEM182	ENST00000412401.2	transmembrane protein 182 	69	1	1	0	0	0	hsa-miR-1185-5p	0.0155	0.1005	0.3895	-0.22	-0.33	N/A
ZNF728	ENST00000594710.1	zinc finger protein 728 	0	1	0	0	1	0	hsa-miR-1185-5p	0.0067	0.0485	0.3229	-0.22	-0.22	N/A
PTPLB	ENST00000383657.5	protein tyrosine phosphatase-like (proline instead of catalytic arginine), member b 	1275	1	0	0	1	2	hsa-miR-1185-5p	0.0163	0.1162	0.6899	-0.22	-0.23	N/A
FAM46A	ENST00000369754.3	family with sequence similarity 46, member A 	899	2	0	1	1	0	hsa-miR-1185-5p	0.0138	0.0966	0.5139	-0.22	-0.22	N/A
KDM5D	ENST00000317961.4	lysine (K)-specific demethylase 5D 	5	1	0	1	0	0	hsa-miR-1185-5p	0.0120	0.0827	0.4095	-0.22	-0.22	N/A
MRPL27	ENST00000442592.3	mitochondrial ribosomal protein L27 	503	1	0	0	1	0	hsa-miR-1185-5p	0.0060	0.0426	0.2472	-0.22	-0.23	N/A
CHTOP	ENST00000368694.3	chromatin target of PRMT1 	2499	1	1	0	0	1	hsa-miR-1185-5p	0.0128	0.0838	0.3580	-0.22	-0.64	N/A
SOX17	ENST00000297316.4	SRY (sex determining region Y)-box 17 	65	1	0	0	1	1	hsa-miR-1185-5p	0.0041	0.0299	0.1976	-0.22	-0.25	N/A
OXA1L	ENST00000285848.5	oxidase (cytochrome c) assembly 1-like 	317	1	0	0	1	0	hsa-miR-1185-5p	0.0054	0.0390	0.2349	-0.22	-0.22	N/A
GPR27	ENST00000304411.2	G protein-coupled receptor 27 	781	1	0	1	0	0	hsa-miR-1185-5p	0.0120	0.0825	0.3992	-0.22	-0.22	N/A
PDPR	ENST00000568530.1	pyruvate dehydrogenase phosphatase regulatory subunit 	69	2	0	1	1	1	hsa-miR-1185-5p	0.0255	0.1724	0.8043	-0.22	-0.22	N/A
IFT74	ENST00000380062.5	intraflagellar transport 74 homolog (Chlamydomonas) 	246	1	0	1	0	0	hsa-miR-1185-5p	0.0184	0.1268	0.6370	-0.22	-0.22	N/A
BCKDHA	ENST00000269980.2	branched chain keto acid dehydrogenase E1, alpha polypeptide 	3943	1	0	0	1	0	hsa-miR-1185-5p	0.0047	0.0341	0.2202	-0.22	-0.22	N/A
BTN3A3	ENST00000244519.2	butyrophilin, subfamily 3, member A3 	16	1	0	0	1	0	hsa-miR-1185-5p	0.0090	0.0640	0.3846	-0.22	-0.22	N/A
ACER2	ENST00000340967.2	alkaline ceramidase 2 	44	1	0	0	1	1	hsa-miR-1185-5p	0.0167	0.1180	0.6687	-0.22	-0.25	N/A
UBR7	ENST00000013070.6	ubiquitin protein ligase E3 component n-recognin 7 (putative) 	468	2	0	0	2	0	hsa-miR-1185-5p	0.0092	0.0666	0.4236	-0.22	-0.25	N/A
SLC22A1	ENST00000366963.4	solute carrier family 22 (organic cation transporter), member 1 	7	2	0	1	1	1	hsa-miR-1185-5p	0.0117	0.0830	0.4768	-0.22	-0.41	N/A
FBXO34	ENST00000313833.4	F-box protein 34 	80	1	0	0	1	0	hsa-miR-1185-5p	0.0063	0.0453	0.2917	-0.22	-0.22	N/A
CTD-2267D19.3	ENST00000578774.1	Uncharacterized protein  	110	1	0	0	1	2	hsa-miR-1185-5p	0.0086	0.0615	0.3813	-0.22	-0.23	N/A
CTC-435M10.3	ENST00000540732.1	2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial; Uncharacterized protein  	3943	1	0	0	1	0	hsa-miR-1185-5p	0.0047	0.0341	0.2202	-0.22	-0.22	N/A
LZTS1	ENST00000381569.1	leucine zipper, putative tumor suppressor 1 	33	2	0	1	1	2	hsa-miR-1185-5p	0.0225	0.1564	0.8442	-0.22	-0.22	N/A
MCUR1	ENST00000379170.4	mitochondrial calcium uniporter regulator 1 	129	1	0	1	0	2	hsa-miR-1185-5p	0.0285	0.1961	0.9911	-0.22	-0.22	N/A
LYRM1	ENST00000396052.2	LYR motif containing 1 	405	1	0	0	1	0	hsa-miR-1185-5p	0.0060	0.0429	0.2486	-0.22	-0.22	N/A
CEP44	ENST00000296519.4	centrosomal protein 44kDa 	376	1	0	0	1	0	hsa-miR-1185-5p	0.0085	0.0607	0.3585	-0.22	-0.22	N/A
MCC	ENST00000302475.4	mutated in colorectal cancers 	115	2	0	1	1	0	hsa-miR-1185-5p	0.0355	0.2379	1.0793	-0.22	-0.23	N/A
SOGA3	ENST00000556132.1	SOGA family member 3 	95	2	0	0	2	1	hsa-miR-1185-5p	0.0121	0.0874	0.5445	-0.22	-0.28	N/A
STYX	ENST00000354586.4	serine/threonine/tyrosine interacting protein 	250	2	0	1	1	1	hsa-miR-1185-5p	0.0153	0.0999	0.4268	-0.22	-0.54	N/A
HKR1	ENST00000324411.4	HKR1, GLI-Kruppel zinc finger family member 	69	2	0	0	2	0	hsa-miR-1185-5p	0.0086	0.0622	0.3979	-0.22	-0.41	N/A
SFXN3	ENST00000393459.1	sideroflexin 3 	154	1	0	0	1	1	hsa-miR-1185-5p	0.0091	0.0661	0.4227	-0.22	-0.22	N/A
TOE1	ENST00000372090.5	target of EGR1, member 1 (nuclear) 	62	1	0	0	1	0	hsa-miR-1185-5p	0.0058	0.0421	0.2606	-0.22	-0.22	N/A
NUPL1	ENST00000381736.3	nucleoporin like 1 	268	1	1	0	0	0	hsa-miR-1185-5p	0.0157	0.1067	0.5016	-0.22	-0.22	N/A
AC139426.2	ENST00000435655.2	Uncharacterized protein; cDNA FLJ52611  	5	1	0	1	0	0	hsa-miR-1185-5p	0.0136	0.0959	0.5332	-0.22	-0.22	N/A
RNF114	ENST00000244061.2	ring finger protein 114 	1488	1	0	0	1	0	hsa-miR-1185-5p	0.0086	0.0591	0.2893	-0.22	-0.30	N/A
MTX3	ENST00000509852.1	metaxin 3 	304	1	1	0	0	1	hsa-miR-1185-5p	0.0410	0.2521	0.9147	-0.22	-0.23	N/A
VIPR1	ENST00000433647.1	vasoactive intestinal peptide receptor 1 	37	1	0	0	1	1	hsa-miR-1185-5p	0.0079	0.0578	0.3857	-0.22	-0.22	N/A
AC005481.5	ENST00000409610.1	Uncharacterized protein  	5	1	0	0	1	0	hsa-miR-1185-5p	0.0076	0.0535	0.2947	-0.22	-0.22	N/A
IGBP1	ENST00000342206.6	immunoglobulin (CD79A) binding protein 1 	836	1	0	0	1	0	hsa-miR-1185-5p	0.0144	0.0979	0.4489	-0.22	-0.22	N/A
CADM2	ENST00000383699.3	cell adhesion molecule 2 	5	1	0	0	1	0	hsa-miR-1185-5p	0.0206	0.1395	0.6547	-0.22	-0.22	N/A
SRSF2	ENST00000392485.2	serine/arginine-rich splicing factor 2 	9241	1	0	1	0	1	hsa-miR-1185-5p	0.0145	0.0994	0.4800	-0.22	-0.22	N/A
AC008132.1	ENST00000342888.3	Uncharacterized protein  	5	1	0	0	1	0	hsa-miR-1185-5p	0.0047	0.0337	0.2131	-0.22	-0.22	N/A
RAP2A	ENST00000245304.4	RAP2A, member of RAS oncogene family 	721	1	0	0	1	1	hsa-miR-1185-5p	0.0126	0.0887	0.4867	-0.22	-0.26	N/A
TAF1D	ENST00000448108.2	TATA box binding protein (TBP)-associated factor, RNA polymerase I, D, 41kDa 	132	1	0	0	1	2	hsa-miR-1185-5p	0.0144	0.1025	0.5934	-0.22	-0.25	N/A
PLAU	ENST00000372764.3	plasminogen activator, urokinase 	4515	1	0	0	1	0	hsa-miR-1185-5p	0.0031	0.0222	0.1436	-0.22	-0.22	N/A
CCDC43	ENST00000457422.2	coiled-coil domain containing 43 	36	1	0	1	0	0	hsa-miR-1185-5p	0.0250	0.1687	0.7773	-0.22	-0.22	N/A
KCNQ3	ENST00000388996.4	potassium voltage-gated channel, KQT-like subfamily, member 3 	5	3	0	0	3	2	hsa-miR-1185-5p	0.0436	0.2971	1.5089	-0.22	-0.22	N/A
ZIK1	ENST00000307468.4	zinc finger protein interacting with K protein 1 	64	1	0	1	0	0	hsa-miR-1185-5p	0.0126	0.0840	0.3561	-0.22	-0.31	N/A
AIF1L	ENST00000372300.1	allograft inflammatory factor 1-like 	487	1	0	0	1	1	hsa-miR-1185-5p	0.0094	0.0670	0.4027	-0.22	-0.25	N/A
GNPDA2	ENST00000509756.1	glucosamine-6-phosphate deaminase 2 	117	1	0	0	1	1	hsa-miR-1185-5p	0.0123	0.0885	0.5622	-0.22	-0.25	N/A
KDM5B	ENST00000367265.3	lysine (K)-specific demethylase 5B 	187	3	0	0	3	0	hsa-miR-1185-5p	0.0077	0.0550	0.3296	-0.22	-0.50	N/A
AC007375.1	ENST00000600936.1	Uncharacterized protein; cDNA FLJ43210 fis, clone FEBRA2020582  	7	1	0	0	1	2	hsa-miR-1185-5p	0.0126	0.0908	0.5664	-0.22	-0.24	N/A
GLIPR2	ENST00000396613.3	GLI pathogenesis-related 2 	218	1	0	0	1	0	hsa-miR-1185-5p	0.0034	0.0248	0.1667	-0.22	-0.22	N/A
LCMT2	ENST00000567039.1	leucine carboxyl methyltransferase 2 	274	1	0	0	1	0	hsa-miR-1185-5p	0.0062	0.0447	0.2936	-0.22	-0.22	N/A
RGL4	ENST00000401461.1	ral guanine nucleotide dissociation stimulator-like 4 	5	1	0	0	1	0	hsa-miR-1185-5p	0.0048	0.0341	0.2070	-0.22	-0.22	N/A
CCDC38	ENST00000546386.1	coiled-coil domain containing 38 	10	1	0	1	0	0	hsa-miR-1185-5p	0.0074	0.0515	0.2629	-0.22	-0.32	N/A
CLVS2	ENST00000275162.5	clavesin 2 	19	4	1	1	2	1	hsa-miR-1185-5p	0.0284	0.1865	0.8332	-0.22	-0.66	N/A
GGNBP2	ENST00000304718.4	gametogenetin binding protein 2 	1011	1	1	0	0	0	hsa-miR-1185-5p	0.0083	0.0585	0.3180	-0.22	-0.30	N/A
COL15A1	ENST00000375001.3	collagen, type XV, alpha 1 	371	1	0	1	0	0	hsa-miR-1185-5p	0.0147	0.1009	0.5039	-0.22	-0.24	N/A
CXCL9	ENST00000264888.5	chemokine (C-X-C motif) ligand 9 	5	1	0	0	1	0	hsa-miR-1185-5p	0.0129	0.0882	0.4267	-0.21	-0.21	N/A
SGCG	ENST00000218867.3	sarcoglycan, gamma (35kDa dystrophin-associated glycoprotein) 	5	1	0	0	1	1	hsa-miR-1185-5p	0.0079	0.0570	0.3751	-0.21	-0.21	N/A
CD300LF	ENST00000361254.4	CD300 molecule-like family member f 	5	1	0	0	1	0	hsa-miR-1185-5p	0.0061	0.0436	0.2631	-0.21	-0.21	N/A
ZSWIM8	ENST00000604524.1	zinc finger, SWIM-type containing 8 	36	1	0	0	1	0	hsa-miR-1185-5p	0.0176	0.1210	0.6059	-0.21	-0.21	N/A
PARD6G	ENST00000353265.3	par-6 family cell polarity regulator gamma 	172	1	0	0	1	0	hsa-miR-1185-5p	0.0112	0.0770	0.3813	-0.21	-0.21	N/A
KIAA0907	ENST00000368320.3	KIAA0907 	48	1	0	1	0	0	hsa-miR-1185-5p	0.0269	0.1732	0.6786	-0.21	-0.21	N/A
NAP1L6	ENST00000373518.1	nucleosome assembly protein 1-like 6 	5	1	0	0	1	0	hsa-miR-1185-5p	0.0097	0.0674	0.3524	-0.21	-0.21	N/A
ZNF24	ENST00000589881.1	zinc finger protein 24 	1796	2	0	1	1	2	hsa-miR-1185-5p	0.0223	0.1551	0.8100	-0.21	-0.39	N/A
LRRC28	ENST00000301981.3	leucine rich repeat containing 28 	194	1	0	1	0	1	hsa-miR-1185-5p	0.0073	0.0521	0.2996	-0.21	-0.27	N/A
PITPNB	ENST00000335272.5	phosphatidylinositol transfer protein, beta 	80	1	1	0	0	0	hsa-miR-1185-5p	0.0229	0.1400	0.4689	-0.21	-0.35	N/A
ADM2	ENST00000395738.2	adrenomedullin 2 	129	1	0	0	1	2	hsa-miR-1185-5p	0.0179	0.1273	0.7552	-0.21	-0.23	N/A
