Target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
KIF19	ENST00000389916.4	kinesin family member 19 	5	2	1	1	0	0	hsa-miR-6780a-5p				-0.45	-0.45	N/A
ZNF777	ENST00000247930.4	zinc finger protein 777 	122	1	1	0	0	0	hsa-miR-6779-5p				-0.45	-0.45	N/A
CLDN9	ENST00000445369.2	claudin 9 	5	1	1	0	0	0	hsa-miR-1273h-5p				-0.45	-0.45	N/A
NDUFA7	ENST00000301457.2	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 7, 14.5kDa 	550	4	3	0	1	4	hsa-miR-1273h-5p				-0.45	-2.26	N/A
GPR75	ENST00000394705.2	G protein-coupled receptor 75 	35	4	3	1	0	2	hsa-miR-6779-5p				-0.45	-0.54	N/A
SLC6A11	ENST00000254488.2	solute carrier family 6 (neurotransmitter transporter), member 11 	83	3	0	2	1	1	hsa-miR-6779-5p				-0.45	-0.50	N/A
SHOX	ENST00000381578.1	short stature homeobox 	5	4	1	2	1	2	hsa-miR-6779-5p				-0.45	-0.45	N/A
ZNF695	ENST00000487338.2	zinc finger protein 695 	123	5	4	1	0	0	hsa-miR-30b-3p				-0.45	-0.86	N/A
HYAL3	ENST00000359051.3	hyaluronoglucosaminidase 3 	62	1	1	0	0	0	hsa-miR-30b-3p				-0.45	-0.45	N/A
HBA2	ENST00000251595.6	hemoglobin, alpha 2 	5	1	1	0	0	0	hsa-miR-6779-5p				-0.45	-0.45	N/A
WDR55	ENST00000358337.5	WD repeat domain 55 	251	3	3	0	0	0	hsa-miR-1273h-5p				-0.45	-0.48	N/A
PNPLA3	ENST00000216180.3	patatin-like phospholipase domain containing 3 	147	5	3	0	2	0	hsa-miR-1273h-5p				-0.45	-0.53	N/A
AC010441.1	ENST00000600109.1		3180	2	1	1	0	0	hsa-miR-6780a-5p				-0.45	-0.45	N/A
SRFBP1	ENST00000339397.4	serum response factor binding protein 1 	102	2	1	1	0	0	hsa-miR-1273h-5p				-0.44	-0.44	N/A
UPK2	ENST00000264031.2	uroplakin 2 	5	1	0	1	0	1	hsa-miR-6780a-5p				-0.44	-0.44	N/A
NANP	ENST00000304788.3	N-acetylneuraminic acid phosphatase 	78	3	1	2	0	1	hsa-miR-6780a-5p				-0.44	-0.44	N/A
BCL3	ENST00000164227.5	B-cell CLL/lymphoma 3 	2099	2	0	2	0	0	hsa-miR-6780a-5p				-0.44	-0.44	N/A
ZNF587	ENST00000339656.5	zinc finger protein 587 	52	6	4	1	1	1	hsa-miR-1273h-5p				-0.44	-0.49	N/A
EFNA5	ENST00000333274.6	ephrin-A5 	225	3	1	2	0	1	hsa-miR-1273h-5p				-0.44	-0.67	N/A
FUT1	ENST00000310160.3	fucosyltransferase 1 (galactoside 2-alpha-L-fucosyltransferase, H blood group) 	17	4	1	3	0	1	hsa-miR-6780a-5p				-0.44	-0.44	N/A
XPNPEP2	ENST00000371106.3	X-prolyl aminopeptidase (aminopeptidase P) 2, membrane-bound 	5	2	0	2	0	0	hsa-miR-6780a-5p				-0.44	-0.44	N/A
ABHD4	ENST00000428304.2	abhydrolase domain containing 4 	102	1	1	0	0	0	hsa-miR-6779-5p				-0.44	-0.46	N/A
GNL3L	ENST00000336470.4	guanine nucleotide binding protein-like 3 (nucleolar)-like 	151	12	8	2	2	1	hsa-miR-6779-5p				-0.44	-0.68	N/A
CCDC69	ENST00000355417.2	coiled-coil domain containing 69 	22	3	0	2	1	0	hsa-miR-1273h-5p				-0.44	-0.53	N/A
CR769776.1	ENST00000414341.2	LOC441426 protein; Uncharacterized protein  	5	1	1	0	0	4	hsa-miR-6780a-5p				-0.44	-0.44	N/A
GRM5	ENST00000418177.2	glutamate receptor, metabotropic 5 	5	3	1	2	0	1	hsa-miR-6780a-5p				-0.44	-0.44	N/A
KDM4E	ENST00000450979.2	lysine (K)-specific demethylase 4E 	5	1	1	0	0	0	hsa-miR-1273h-5p				-0.44	-0.44	N/A
ZNF284	ENST00000421176.3	zinc finger protein 284 	42	4	2	1	1	0	hsa-miR-1273h-5p				-0.44	-0.45	N/A
SCN3B	ENST00000392770.2	sodium channel, voltage-gated, type III, beta subunit 	10	2	1	1	0	1	hsa-miR-1273h-5p				-0.44	-0.44	N/A
SLC29A3	ENST00000373189.5	solute carrier family 29 (equilibrative nucleoside transporter), member 3 	174	4	1	2	1	0	hsa-miR-1273h-5p				-0.44	-0.64	N/A
RFFL	ENST00000315249.7	ring finger and FYVE-like domain containing E3 ubiquitin protein ligase 	670	4	0	3	1	0	hsa-miR-6779-5p				-0.44	-0.54	N/A
CLCF1	ENST00000312438.7	cardiotrophin-like cytokine factor 1 	98	2*	1	0	0	1	hsa-miR-6779-5p				-0.44	-0.44	N/A
DPCR1	ENST00000462446.1	diffuse panbronchiolitis critical region 1 	5	2	1	1	0	0	hsa-miR-6780a-5p				-0.44	-0.44	N/A
DAB2IP	ENST00000408936.3	DAB2 interacting protein 	1787	4	0	3	1	2	hsa-miR-6780a-5p				-0.44	-0.44	N/A
UTP11L	ENST00000537711.1	UTP11-like, U3 small nucleolar ribonucleoprotein, (yeast) 	1460	3	2	1	0	0	hsa-miR-1273h-5p				-0.44	-0.86	N/A
ZBTB37	ENST00000367701.5	zinc finger and BTB domain containing 37 	213	9*	4	2	2	0	hsa-miR-1273h-5p				-0.44	-0.48	N/A
PPAPDC1A	ENST00000398248.1	phosphatidic acid phosphatase type 2 domain containing 1A 	29	3	2	1	0	0	hsa-miR-30b-3p				-0.44	-0.87	N/A
CPLX2	ENST00000359546.4	complexin 2 	5	3	0	2	1	2	hsa-miR-1273h-5p				-0.44	-0.44	N/A
PRSS27	ENST00000302641.3	protease, serine 27 	24	2	0	1	1	0	hsa-miR-6780a-5p				-0.44	-0.44	N/A
GPD1	ENST00000301149.3	glycerol-3-phosphate dehydrogenase 1 (soluble) 	5	1	1	0	0	1	hsa-miR-6779-5p				-0.44	-0.44	N/A
PROK1	ENST00000271331.3	prokineticin 1 	5	1	0	1	0	2	hsa-miR-30b-3p				-0.44	-0.44	N/A
INIP	ENST00000374242.4	INTS3 and NABP interacting protein 	423	2	1	1	0	0	hsa-miR-6779-5p				-0.44	-0.51	N/A
G6PC3	ENST00000269097.4	glucose 6 phosphatase, catalytic, 3 	429	2	0	2	0	1	hsa-miR-1273h-5p				-0.44	-0.54	N/A
OSBPL1A	ENST00000319481.3	oxysterol binding protein-like 1A 	539	1	1	0	0	2	hsa-miR-3689a-3p				-0.44	-0.45	N/A
GPC1	ENST00000264039.2	glypican 1 	1687	3	0	3	0	2	hsa-miR-6780a-5p				-0.44	-0.44	N/A
C17orf74	ENST00000574034.1	chromosome 17 open reading frame 74 	8	2	0	2	0	1	hsa-miR-6779-5p				-0.44	-0.44	N/A
RTBDN	ENST00000589272.1	retbindin 	5	1	1	0	0	2	hsa-miR-6779-5p				-0.44	-0.44	N/A
ANKDD1A	ENST00000496660.1	ankyrin repeat and death domain containing 1A 	11	1	1	0	0	1	hsa-miR-6779-5p				-0.44	-0.44	N/A
DCP1A	ENST00000607628.1	decapping mRNA 1A 	87	2	1	1	0	1	hsa-miR-6779-5p				-0.44	-0.51	N/A
EIF4EBP2	ENST00000373218.4	eukaryotic translation initiation factor 4E binding protein 2 	690	3	1	2	0	1	hsa-miR-6779-5p				-0.44	-0.67	N/A
LRRC38	ENST00000376085.3	leucine rich repeat containing 38 	5	1	1	0	0	0	hsa-miR-30b-3p				-0.43	-0.43	N/A
DENR	ENST00000280557.6	density-regulated protein 	186	7	4	2	1	2	hsa-miR-1273h-5p				-0.43	-1.26	N/A
CPLX4	ENST00000299721.3	complexin 4 	5	1	1	0	0	0	hsa-miR-6780a-5p				-0.43	-0.43	N/A
ZNF512B	ENST00000369888.1	zinc finger protein 512B 	8	3	1	1	1	1	hsa-miR-6779-5p				-0.43	-0.43	N/A
ZFP64	ENST00000346617.4	ZFP64 zinc finger protein 	252	2	1	1	0	0	hsa-miR-1273h-5p				-0.43	-0.43	N/A
GAST	ENST00000329402.3	gastrin 	9	1	0	1	0	0	hsa-miR-1273h-5p				-0.43	-0.43	N/A
MSRB1	ENST00000399753.2	methionine sulfoxide reductase B1 	2102	4	2	1	1	2	hsa-miR-30b-3p				-0.43	-0.69	N/A
C9orf85	ENST00000486911.2	chromosome 9 open reading frame 85 	57	1	1	0	0	0	hsa-miR-6779-5p				-0.43	-0.43	N/A
DBNDD1	ENST00000304733.3	dysbindin (dystrobrevin binding protein 1) domain containing 1 	303	1	1	0	0	1	hsa-miR-6780a-5p				-0.43	-0.43	N/A
PIGZ	ENST00000412723.1	phosphatidylinositol glycan anchor biosynthesis, class Z 	1071	2	0	1	1	1	hsa-miR-6779-5p				-0.43	-0.44	N/A
KCNJ5	ENST00000529694.1	potassium inwardly-rectifying channel, subfamily J, member 5 	12	6	1	4	1	3	hsa-miR-1273h-5p				-0.43	-0.58	N/A
AL391421.1	ENST00000372387.1	Uncharacterized protein; cDNA FLJ43696 fis, clone TBAES2007964  	5	3*	0	2	0	1	hsa-miR-6780a-5p				-0.43	-0.43	N/A
FRG2B	ENST00000443774.1	FSHD region gene 2 family, member B 	5	2	2	0	0	0	hsa-miR-1273h-5p				-0.43	-0.43	N/A
LRRC10	ENST00000361484.3	leucine rich repeat containing 10 	5	2	1	0	1	0	hsa-miR-6779-5p				-0.43	-0.43	N/A
TCEB3B	ENST00000332567.4	transcription elongation factor B polypeptide 3B (elongin A2) 	5	2	0	2	0	0	hsa-miR-6780a-5p				-0.43	-0.43	N/A
SIRPB1	ENST00000279477.7	signal-regulatory protein beta 1 	5	2	0	2	0	0	hsa-miR-30b-3p				-0.43	-0.43	N/A
TDRKH	ENST00000368825.3	tudor and KH domain containing 	325	2	0	2	0	0	hsa-miR-3689b-3p				-0.43	-0.44	N/A
CTD-2162K18.4	ENST00000590750.1	Uncharacterized protein  	51	2	0	1	1	0	hsa-miR-6780a-5p				-0.43	-0.49	N/A
ERVFRD-1	ENST00000472091.1	endogenous retrovirus group FRD, member 1 	5	2	2	0	0	0	hsa-miR-30b-3p				-0.43	-0.43	N/A
CBLN3	ENST00000267406.6	cerebellin 3 precursor 	30	2	0	2	0	0	hsa-miR-6780a-5p				-0.43	-0.43	N/A
TTC31	ENST00000410003.1	tetratricopeptide repeat domain 31 	132	2	1	0	1	1	hsa-miR-30b-3p				-0.43	-0.43	N/A
MALL	ENST00000272462.2	mal, T-cell differentiation protein-like 	5	2	1	1	0	0	hsa-miR-1273h-5p				-0.43	-0.43	N/A
SLC34A2	ENST00000382051.3	solute carrier family 34 (type II sodium/phosphate contransporter), member 2 	5	2	1	1	0	1	hsa-miR-1273h-5p				-0.43	-0.43	N/A
FUT11	ENST00000394790.1	fucosyltransferase 11 (alpha (1,3) fucosyltransferase) 	622	5	3	2	0	0	hsa-miR-1273h-5p				-0.43	-0.49	N/A
PAICS	ENST00000264221.2	phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase 	3895	3	1	0	2	3	hsa-miR-30b-3p				-0.43	-0.62	N/A
BMP8B	ENST00000372827.3	bone morphogenetic protein 8b 	88	2	1	1	0	0	hsa-miR-3689a-3p				-0.43	-0.43	N/A
RAB30	ENST00000533486.1	RAB30, member RAS oncogene family 	274	4	0	2	2	0	hsa-miR-1273h-5p				-0.43	-0.54	N/A
FRG2	ENST00000504750.1	FSHD region gene 2 	5	2	2	0	0	0	hsa-miR-1273h-5p				-0.43	-0.43	N/A
CLEC7A	ENST00000298523.5	C-type lectin domain family 7, member A 	5	3	3	0	0	0	hsa-miR-1273h-5p				-0.43	-0.92	N/A
TNFAIP8L1	ENST00000327473.4	tumor necrosis factor, alpha-induced protein 8-like 1 	603	4	0	3	1	0	hsa-miR-6780a-5p				-0.43	-0.47	N/A
DMRT1	ENST00000382276.3	doublesex and mab-3 related transcription factor 1 	5	1	1	0	0	0	hsa-miR-6779-5p				-0.43	-0.43	N/A
PATE4	ENST00000457514.2	prostate and testis expressed 4 	5	2	0	2	0	1	hsa-miR-6780a-5p				-0.43	-0.43	N/A
JPH2	ENST00000372980.3	junctophilin 2 	76	4	0	4	0	1	hsa-miR-6780a-5p				-0.43	-0.43	N/A
BCL10	ENST00000370580.1	B-cell CLL/lymphoma 10 	2090	7	3	3	1	0	hsa-miR-6779-5p				-0.43	-0.86	N/A
A1BG	ENST00000263100.3	alpha-1-B glycoprotein 	74	7	2	5	0	1	hsa-miR-1273h-5p				-0.43	-1.25	N/A
PRRC2B	ENST00000372249.1	proline-rich coiled-coil 2B 	97	4	0	4	0	3	hsa-miR-6780a-5p				-0.43	-0.49	N/A
RPRD2	ENST00000539519.1	regulation of nuclear pre-mRNA domain containing 2 	280	4	0	3	1	2	hsa-miR-6779-5p				-0.43	-0.50	N/A
TNNI1	ENST00000361379.4	troponin I type 1 (skeletal, slow) 	5	4	2	2	0	2	hsa-miR-6779-5p				-0.43	-0.43	N/A
LURAP1	ENST00000371980.3	leucine rich adaptor protein 1 	20	4*	2	1	0	0	hsa-miR-1273h-5p				-0.43	-0.64	N/A
STOML1	ENST00000564777.1	stomatin (EPB72)-like 1 	18	7	2	4	1	2	hsa-miR-1273h-5p				-0.43	-0.79	N/A
FAM60A	ENST00000539409.1	family with sequence similarity 60, member A 	58	1	1	0	0	2	hsa-miR-1273h-5p				-0.43	-0.43	N/A
LYRM4	ENST00000330636.4	LYR motif containing 4 	796	3	2	0	1	3	hsa-miR-3689a-3p				-0.43	-0.82	N/A
LYN	ENST00000520220.2	v-yes-1 Yamaguchi sarcoma viral related oncogene homolog 	61	3	2	1	0	1	hsa-miR-6779-5p				-0.43	-0.60	N/A
MIEF2	ENST00000395704.4	mitochondrial elongation factor 2 	29	3	2	1	0	2	hsa-miR-1273h-5p				-0.43	-0.65	N/A
TCF7L1	ENST00000282111.3	transcription factor 7-like 1 (T-cell specific, HMG-box) 	577	1	1	0	0	1	hsa-miR-3689b-3p				-0.43	-0.43	N/A
AQP2	ENST00000199280.3	aquaporin 2 (collecting duct) 	5	4	0	2	2	3	hsa-miR-3689a-3p				-0.43	-0.43	N/A
UBE2D4	ENST00000222402.3	ubiquitin-conjugating enzyme E2D 4 (putative) 	20	5	2	3	0	1	hsa-miR-1273h-5p				-0.43	-0.86	N/A
TIMP2	ENST00000585421.1	TIMP metallopeptidase inhibitor 2 	3147	3	0	3	0	3	hsa-miR-6780a-5p				-0.43	-0.48	N/A
ZNF317	ENST00000247956.6	zinc finger protein 317 	433	6	4	1	1	0	hsa-miR-1273h-5p				-0.42	-0.44	N/A
SIDT2	ENST00000324225.4	SID1 transmembrane family, member 2 	341	2	0	1	1	2	hsa-miR-6780a-5p				-0.42	-0.42	N/A
MYOD1	ENST00000250003.3	myogenic differentiation 1 	5	1	1	0	0	0	hsa-miR-1273h-5p				-0.42	-0.42	N/A
RP11-625H11.1	ENST00000558940.1	Uncharacterized protein  	5	2	0	2	0	0	hsa-miR-30b-3p				-0.42	-0.42	N/A
C15orf38-AP3S2	ENST00000398333.3	C15orf38-AP3S2 readthrough 	985	4	2	0	2	2	hsa-miR-1273h-5p				-0.42	-0.57	N/A
NF2	ENST00000347330.5	neurofibromin 2 (merlin) 	828	6	2	4	0	0	hsa-miR-1273h-5p				-0.42	-0.51	N/A
PPEF2	ENST00000286719.7	protein phosphatase, EF-hand calcium binding domain 2 	5	3	1	1	1	0	hsa-miR-1273h-5p				-0.42	-0.42	N/A
AZI2	ENST00000479665.1	5-azacytidine induced 2 	530	1	1	0	0	0	hsa-miR-1273h-5p				-0.42	-0.42	N/A
RP11-552I14.1	ENST00000547418.1	Uncharacterized protein  	5	1	0	1	0	0	hsa-miR-30b-3p				-0.42	-0.42	N/A
SRPR	ENST00000332118.6	signal recognition particle receptor (docking protein) 	2980	2	1	1	0	2	hsa-miR-1273h-5p				-0.42	-0.43	N/A
MAZ	ENST00000219782.6	MYC-associated zinc finger protein (purine-binding transcription factor) 	1711	2	1	1	0	0	hsa-miR-1273h-5p				-0.42	-0.42	N/A
ACOT8	ENST00000217455.4	acyl-CoA thioesterase 8 	901	1	0	1	0	0	hsa-miR-6780a-5p				-0.42	-0.42	N/A
ARID2	ENST00000457135.1	AT rich interactive domain 2 (ARID, RFX-like) 	891	2	1	1	0	0	hsa-miR-3689b-3p				-0.42	-0.42	N/A
TM4SF19	ENST00000446879.1	transmembrane 4 L six family member 19 	5	1	1	0	0	0	hsa-miR-1273h-5p				-0.42	-0.42	N/A
RHPN2	ENST00000254260.3	rhophilin, Rho GTPase binding protein 2 	5	2	2	0	0	0	hsa-miR-6779-5p				-0.42	-0.42	N/A
HPCAL4	ENST00000372844.3	hippocalcin like 4 	5	3	1	2	0	1	hsa-miR-1273h-5p				-0.42	-0.42	N/A
YJEFN3	ENST00000514277.4	YjeF N-terminal domain containing 3 	65	1	0	1	0	0	hsa-miR-30b-3p				-0.42	-0.42	N/A
ANKS1B	ENST00000546960.1	ankyrin repeat and sterile alpha motif domain containing 1B 	21	2	1	1	0	0	hsa-miR-1273h-5p				-0.42	-0.42	N/A
AL355390.1	ENST00000325811.1	Uncharacterized protein  	5	2	0	1	1	1	hsa-miR-1273h-5p				-0.42	-0.42	N/A
DCTN3	ENST00000447983.2	dynactin 3 (p22) 	1816	2	1	1	0	1	hsa-miR-1273h-5p				-0.42	-0.42	N/A
MYO1F	ENST00000338257.8	myosin IF 	33	3	2	1	0	1	hsa-miR-1273h-5p				-0.42	-0.57	N/A
AVL9	ENST00000318709.4	AVL9 homolog (S. cerevisiase) 	246	3	1	1	1	2	hsa-miR-30b-3p				-0.42	-0.60	N/A
RP11-126K1.2	ENST00000447795.2	Uncharacterized protein  	145	1	0	1	0	0	hsa-miR-6780a-5p				-0.42	-0.42	N/A
PA2G4	ENST00000303305.6	proliferation-associated 2G4, 38kDa 	64	2	0	2	0	1	hsa-miR-6780a-5p				-0.42	-0.42	N/A
OR4N4	ENST00000328795.4	olfactory receptor, family 4, subfamily N, member 4 	5	1	0	1	0	0	hsa-miR-6780a-5p				-0.42	-0.42	N/A
APOL1	ENST00000422706.1	apolipoprotein L, 1 	5	2	2	0	0	0	hsa-miR-1273h-5p				-0.42	-0.42	N/A
PHF7	ENST00000327906.3	PHD finger protein 7 	38	5	1	3	1	0	hsa-miR-1273h-5p				-0.42	-0.60	N/A
SIPA1L3	ENST00000222345.6	signal-induced proliferation-associated 1 like 3 	1578	2	1	1	0	2	hsa-miR-6780a-5p				-0.42	-0.42	N/A
KLRD1	ENST00000381908.3	killer cell lectin-like receptor subfamily D, member 1 	5	2	1	1	0	2	hsa-miR-6780a-5p				-0.42	-0.42	N/A
VPREB3	ENST00000398465.3	pre-B lymphocyte 3 	5	1	0	1	0	0	hsa-miR-6779-5p				-0.42	-0.42	N/A
C17orf112	ENST00000441889.1	chromosome 17 open reading frame 112 	5	1	0	1	0	0	hsa-miR-6780a-5p				-0.42	-0.42	N/A
ZCCHC24	ENST00000372336.3	zinc finger, CCHC domain containing 24 	359	4	1	3	0	0	hsa-miR-1273h-5p				-0.42	-0.42	N/A
ZBTB3	ENST00000394807.3	zinc finger and BTB domain containing 3 	96	3	2	1	0	1	hsa-miR-1273h-5p				-0.42	-0.49	N/A
FOPNL	ENST00000573396.1	FGFR1OP N-terminal like 	29	2	2	0	0	0	hsa-miR-1273h-5p				-0.42	-0.68	N/A
RPRD1B	ENST00000373433.4	regulation of nuclear pre-mRNA domain containing 1B 	1140	1	1	0	0	1	hsa-miR-6780a-5p				-0.42	-0.42	N/A
C1orf229	ENST00000408893.2	chromosome 1 open reading frame 229 	5	1	1	0	0	0	hsa-miR-1273h-5p				-0.42	-0.42	N/A
CACNB1	ENST00000394303.3	calcium channel, voltage-dependent, beta 1 subunit 	81	3	1	1	1	1	hsa-miR-6780a-5p				-0.42	-0.55	N/A
STX1A	ENST00000395156.3	syntaxin 1A (brain) 	82	2	1	1	0	0	hsa-miR-1273h-5p				-0.42	-0.42	N/A
FBXO44	ENST00000376770.1	F-box protein 44 	161	3	2	1	0	2	hsa-miR-6780a-5p				-0.42	-0.76	N/A
RAB35	ENST00000534951.1	RAB35, member RAS oncogene family 	1051	3	0	3	0	0	hsa-miR-6780a-5p				-0.42	-0.42	N/A
PARD6B	ENST00000371610.2	par-6 family cell polarity regulator beta 	277	4	3	1	0	0	hsa-miR-1273h-5p				-0.42	-0.42	N/A
SUSD5	ENST00000309558.3	sushi domain containing 5 	23	4	3	0	1	0	hsa-miR-1273h-5p				-0.41	-0.41	N/A
ELOVL7	ENST00000508821.1	ELOVL fatty acid elongase 7 	52	4	2	2	0	1	hsa-miR-1273h-5p				-0.41	-0.41	N/A
TMEM119	ENST00000392806.3	transmembrane protein 119 	5	2	1	1	0	0	hsa-miR-1273h-5p				-0.41	-0.41	N/A
FAM132B	ENST00000546354.1	family with sequence similarity 132, member B 	722	2	1	1	0	0	hsa-miR-6780a-5p				-0.41	-0.41	N/A
UBXN2B	ENST00000399598.2	UBX domain protein 2B 	157	4	2	2	0	0	hsa-miR-6779-5p				-0.41	-0.41	N/A
GLB1L3	ENST00000431683.2	galactosidase, beta 1-like 3 	7	1	1	0	0	0	hsa-miR-1273h-5p				-0.41	-0.41	N/A
SYT2	ENST00000367267.1	synaptotagmin II 	5	7	0	6	1	1	hsa-miR-6780a-5p				-0.41	-0.41	N/A
KIAA1737	ENST00000361786.2	KIAA1737 	57	3	2	1	0	0	hsa-miR-6780a-5p				-0.41	-0.45	N/A
TMEM239	ENST00000361033.1	transmembrane protein 239 	5	3	1	2	0	0	hsa-miR-1273h-5p				-0.41	-0.41	N/A
MLANA	ENST00000381477.3	melan-A 	5	2	1	1	0	1	hsa-miR-6779-5p				-0.41	-0.41	N/A
KRTAP8-1	ENST00000329621.4	keratin associated protein 8-1 	5	1	0	1	0	0	hsa-miR-30b-3p				-0.41	-0.41	N/A
RBM8A	ENST00000330165.8	RNA binding motif protein 8A 	33	1	1	0	0	1	hsa-miR-6780a-5p				-0.41	-0.41	N/A
CTB-167G5.5	ENST00000600193.1	Uncharacterized protein  	5	1	1	0	0	0	hsa-miR-1273h-5p				-0.41	-0.41	N/A
DDHD1	ENST00000323669.5	DDHD domain containing 1 	103	2	1	0	1	0	hsa-miR-3689b-3p				-0.41	-0.47	N/A
GAL3ST4	ENST00000423751.1	galactose-3-O-sulfotransferase 4 	33	2	1	1	0	2	hsa-miR-6779-5p				-0.41	-0.50	N/A
GPR97	ENST00000333493.4	G protein-coupled receptor 97 	8	2	0	2	0	1	hsa-miR-6780a-5p				-0.41	-0.41	N/A
CDC14B	ENST00000265659.2	cell division cycle 14B 	2	4	2	1	1	3	hsa-miR-1273h-5p				-0.41	-0.41	N/A
HTR5A-AS1	ENST00000395731.2	HTR5A antisense RNA 1 	5	1	1	0	0	0	hsa-miR-6779-5p				-0.41	-0.41	N/A
ZKSCAN7	ENST00000341840.3	zinc finger with KRAB and SCAN domains 7 	29	1	1	0	0	0	hsa-miR-1273h-5p				-0.41	-0.41	N/A
HCAR1	ENST00000432564.1	hydroxycarboxylic acid receptor 1 	38	2	2	0	0	0	hsa-miR-1273h-5p				-0.41	-0.41	N/A
LRRC3	ENST00000291592.4	leucine rich repeat containing 3 	176	3	1	2	0	5	hsa-miR-1273h-5p				-0.41	-0.47	N/A
SCAI	ENST00000336505.6	suppressor of cancer cell invasion 	74	8	6	1	1	0	hsa-miR-1273h-5p				-0.41	-0.64	N/A
COPS7B	ENST00000373608.3	COP9 signalosome subunit 7B 	331	2	0	1	1	0	hsa-miR-6780a-5p				-0.41	-0.41	N/A
ITGA2B	ENST00000353281.4	integrin, alpha 2b (platelet glycoprotein IIb of IIb/IIIa complex, antigen CD41) 	5	1	1	0	0	0	hsa-miR-6780a-5p				-0.41	-0.41	N/A
ORAI3	ENST00000318663.4	ORAI calcium release-activated calcium modulator 3 	565	2	1	1	0	2	hsa-miR-1273h-5p				-0.41	-0.41	N/A
FIZ1	ENST00000221665.3	FLT3-interacting zinc finger 1 	136	1	1	0	0	0	hsa-miR-6780a-5p				-0.41	-0.41	N/A
SLC5A10	ENST00000317977.6	solute carrier family 5 (sodium/sugar cotransporter), member 10 	5	3	1	0	2	0	hsa-miR-6779-5p				-0.41	-0.41	N/A
POLH	ENST00000372226.1	polymerase (DNA directed), eta 	450	6	4	1	1	2	hsa-miR-30b-3p				-0.41	-0.51	N/A
ACOT9	ENST00000379303.5	acyl-CoA thioesterase 9 	185	3	2	1	0	0	hsa-miR-6779-5p				-0.41	-0.59	N/A
RP11-156E8.1	ENST00000607453.1		51	5	2	2	1	0	hsa-miR-1273h-5p				-0.41	-0.50	N/A
DUSP8	ENST00000397374.3	dual specificity phosphatase 8 	26	5	0	5	0	2	hsa-miR-6780a-5p				-0.41	-0.47	N/A
PRMT6	ENST00000370078.1	protein arginine methyltransferase 6 	270	3	1	1	1	0	hsa-miR-6779-5p				-0.41	-0.65	N/A
GIPR	ENST00000590918.1	gastric inhibitory polypeptide receptor 	5	2	1	1	0	0	hsa-miR-1273h-5p				-0.41	-0.41	N/A
FAM212B	ENST00000357260.5	family with sequence similarity 212, member B 	211	5	0	4	1	1	hsa-miR-6780a-5p				-0.41	-0.53	N/A
KCNAB2	ENST00000378097.1	potassium voltage-gated channel, shaker-related subfamily, beta member 2 	67	5	0	4	1	2	hsa-miR-1273h-5p				-0.41	-0.41	N/A
ZC4H2	ENST00000545618.1	zinc finger, C4H2 domain containing 	432	1	1	0	0	2	hsa-miR-1273h-5p				-0.41	-0.41	N/A
ZNF554	ENST00000317243.5	zinc finger protein 554 	472	7	3	3	1	0	hsa-miR-6780a-5p				-0.41	-0.77	N/A
STK17B	ENST00000263955.4	serine/threonine kinase 17b 	113	3	2	0	1	0	hsa-miR-1273h-5p				-0.41	-0.55	N/A
PRIM2	ENST00000607273.1	primase, DNA, polypeptide 2 (58kDa) 	32	2	1	1	0	0	hsa-miR-6779-5p				-0.41	-0.41	N/A
PABPC3	ENST00000281589.3	poly(A) binding protein, cytoplasmic 3 	5	1	1	0	0	1	hsa-miR-3689a-3p				-0.41	-0.41	N/A
CYP2W1	ENST00000340150.6	cytochrome P450, family 2, subfamily W, polypeptide 1 	5	3	0	3	0	3	hsa-miR-6779-5p				-0.41	-0.41	N/A
MEX3A	ENST00000532414.2	mex-3 RNA binding family member A 	912	3	0	3	0	2	hsa-miR-6780a-5p				-0.41	-0.52	N/A
LRFN1	ENST00000248668.4	leucine rich repeat and fibronectin type III domain containing 1 	82	2	0	1	1	0	hsa-miR-6779-5p				-0.41	-0.41	N/A
XRCC2	ENST00000359321.1	X-ray repair complementing defective repair in Chinese hamster cells 2 	140	2	1	1	0	2	hsa-miR-6779-5p				-0.41	-0.41	N/A
DERL2	ENST00000572834.1	derlin 2 	261	2	1	1	0	1	hsa-miR-1273h-5p				-0.41	-0.53	N/A
EFCAB10	ENST00000486180.1	EF-hand calcium binding domain 10 	6	1	1	0	0	1	hsa-miR-1273h-5p				-0.41	-0.48	N/A
SGOL1	ENST00000442720.1	shugoshin-like 1 (S. pombe) 	766	4	1	1	2	1	hsa-miR-6779-5p				-0.41	-0.67	N/A
VTN	ENST00000226218.4	vitronectin 	9062	1	0	1	0	0	hsa-miR-6780a-5p				-0.41	-0.41	N/A
TMEM232	ENST00000429839.2	transmembrane protein 232 	5	1	1	0	0	0	hsa-miR-30b-3p				-0.41	-0.41	N/A
ALPI	ENST00000295463.3	alkaline phosphatase, intestinal 	5	1	1	0	0	0	hsa-miR-3689a-3p				-0.41	-0.41	N/A
